year,municipality,total_cases
2023,"TOTONICAPÁN",7
2023,"TUCURÚ",51
2023,"USUMATLÁN",31
2023,"VILLA CANALES",416
2023,"VILLA NUEVA",1131
2023,YEPOCAPA,509
2023,YUPILTEPEQUE,20
2023,ZACAPA,2023
2023,ZACUALPA,853
2023,"ZAPOTITLÁN",4
2023,ZARAGOZA,16
2023,ZUNIL,1
2023,ZUNILITO,9
2024,ACATENANGO,220
2024,"AGUA BLANCA",1
2024,"AGUACATÁN",617
2024,ALOTENANGO,245
2024,"AMATITLÁN",2948
2024,"ANTIGUA GUATEMALA",3657
2024,"ASUNCIÓN MITA",1285
2024,ATESCATEMPA,651
2024,AYUTLA,328
2024,BARBERENA,421
2024,BARILLAS,429
2024,"CABAÑAS",195
2024,"CABRICÁN",2
2024,"CAHABÓN",412
2024,"CAMOTÁN",472
2024,"CANILLÁ",603
2024,CASILLAS,694
2024,CATARINA,320
2024,CHAHAL,243
2024,CHAJUL,2
2024,CHAMPERICO,167
2024,CHIANTLA,6
2024,CHICACAO,195
2024,"CHICAMÁN",1528
2024,CHICHICASTENANGO,1
2024,"CHICHÉ",12
2024,CHIMALTENANGO,2766
2024,CHINAUTLA,803
2024,CHINIQUE,12
2024,CHIQUIMULA,1492
2024,CHIQUIMULILLA,231
2024,CHISEC,119
2024,CHUARRANCHO,306
2024,"CIUDAD VIEJA",229
2024,COATEPEQUE,8180
2024,"COBÁN",4218
2024,COLOMBA,639
2024,COLOTENANGO,60
2024,COMAPA,67
2024,"CONCEPCIÓN",1
2024,"CONCEPCIÓN HUISTA",17
2024,"CONCEPCIÓN LAS MINAS",164
2024,"CONCEPCIÓN TUTUAPA",1
2024,CONGUACO,37
2024,CUBULCO,542
2024,CUILAPA,1824
2024,CUILCO,881
2024,"CUNÉN",255
2024,CUYOTENANGO,107
2024,DOLORES,397
2024,"EL ADELANTO",35
2024,"EL ASINTAL",121
2024,"EL CHAL",198
2024,"EL CHOL",88
2024,"EL ESTOR",70
2024,"EL JÍCARO",90
2024,"EL PALMAR",276
2024,"EL PROGRESO",140
2024,"EL QUETZAL",125
2024,"EL RODEO",278
2024,"EL TEJAR",213
2024,"EL TUMBADOR",678
2024,ESCUINTLA,2754
2024,ESQUIPULAS,348
2024,"ESQUIPULAS PALO GORDO",1
2024,ESTANZUELA,39
2024,FLORES,76
2024,"FLORES COSTA CUCA",455
2024,FRAIJANES,574
2024,"FRAY BARTOLOMÉ DE LAS CASAS",145
2024,GRANADOS,740
2024,"GUALÁN",917
2024,GUANAGAZAPA,123
2024,GUASTATOYA,1582
2024,GUATEMALA,6902
2024,"GUAZACAPÁN",119
2024,"GÉNOVA",876
2024,HUEHUETENANGO,616
2024,"HUITÉ",27
2024,IPALA,342
2024,"IXCÁN",400
2024,IZTAPA,72
2024,JACALTENANGO,472
2024,JALAPA,3178
2024,JALPATAGUA,26
2024,JEREZ,449
2024,JOCOTENANGO,92
2024,"JOCOTÁN",160
2024,JOYABAJ,265
2024,JUTIAPA,8922
2024,"LA DEMOCRACIA",337
2024,"LA ESPERANZA",5
2024,"LA GOMERA",141
2024,"LA LIBERTAD",544
2024,"LA REFORMA",103
2024,"LA TINTA",624
2024,"LA UNIÓN",613
2024,"LANQUÍN",497
2024,"LAS CRUCES",131
2024,LIVINGSTON,126
2024,"LOS AMATES",84
2024,"MAGDALENA MILPAS ALTAS",13
2024,MALACATANCITO,268
2024,"MALACATÁN",3895
2024,MASAGUA,246
2024,MATAQUESCUINTLA,317
2024,MAZATENANGO,3338
2024,"MELCHOR DE MENCOS",282
2024,MIXCO,6280
2024,MOMOSTENANGO,1
2024,MONJAS,230
2024,MORALES,400
2024,"MORAZÁN",42
2024,MOYUTA,28
2024,"NAHUALÁ",167
2024,NEBAJ,26
2024,"NENTÓN",70
2024,"NUEVA CONCEPCIÓN",305
2024,"NUEVA SANTA ROSA",1131
2024,"NUEVO PROGRESO",433
2024,"NUEVO SAN CARLOS",356
2024,"OCÓS",219
2024,OLINTEPEQUE,5
2024,OLOPA,190
2024,ORATORIO,124
2024,"PACHALÚN",87
2024,PAJAPITA,106
2024,PALENCIA,944
2024,"PALÍN",328
2024,PANAJACHEL,611
2024,PANZOS,18
2024,PARRAMOS,339
2024,PASACO,11
2024,PASTORES,148
2024,PATULUL,35
2024,"PATZICÍA",6
2024,"PATZÚN",3
2024,"PETATÁN",10
2024,POCHUTA,27
2024,"POPTÚN",591
2024,"PUEBLO NUEVO VIÑAS",175
2024,"PUERTO BARRIOS",455
2024,"PUERTO DE SAN JOSÉ",251
2024,"PURULHÁ",17
2024,QUETZALTENANGO,52
2024,QUETZALTEPEQUE,507
2024,QUEZADA,16
2024,RABINAL,1695
2024,RAXRUHA,15
2024,RETALHULEU,1225
2024,"RÍO HONDO",25
2024,SACAPULAS,570
2024,"SALAMÁ",2381
2024,"SALCAJÁ",2
2024,SAMAYAC,46
2024,"SAN AGUSTÍN ACASAGUASTLÁN",106
2024,"SAN ANDRÉS",83
2024,"SAN ANDRÉS ITZAPA",58
2024,"SAN ANDRÉS SAJCABAJÁ",124
2024,"SAN ANDRÉS SEMETABAJ",7
2024,"SAN ANDRÉS VILLA SECA",351
2024,"SAN ANDRÉS XECUL",1
2024,"SAN ANTONIO AGUAS CALIENTES",327
2024,"SAN ANTONIO HUISTA",364
2024,"SAN ANTONIO ILOTENANGO",2
2024,"SAN ANTONIO LA PAZ",392
2024,"SAN ANTONIO PALOPÓ",106
2024,"SAN ANTONIO SACATEPÉQUEZ",2
2024,"SAN ANTONIO SUCHITEPÉQUEZ",32
2024,"SAN BARTOLO",3
2024,"SAN BARTOLOMÉ JOCOTENANGO",132
2024,"SAN BARTOLOMÉ MILPAS ALTAS",12
2024,"SAN BENITO",2851
2024,"SAN BERNARDINO",12
2024,"SAN CARLOS ALZATATE",144
2024,"SAN CARLOS SIJA",5
2024,"SAN CRISTÓBAL ACASAGUASTLÁN",78
2024,"SAN CRISTÓBAL CUCHO",1
2024,"SAN CRISTÓBAL TOTONICAPÁN",1
2024,"SAN CRISTÓBAL VERAPAZ",1485
2024,"SAN DIEGO",104
2024,"SAN FELIPE",244
2024,"SAN FRANCISCO",34
2024,"SAN GABRIEL",14
2024,"SAN GASPAR IXCHIL",74
2024,"SAN ILDELFONSO IXTAHUACÁN",462
2024,"SAN JACINTO",112
2024,"SAN JERÓNIMO",254
2024,"SAN JORGE",17
2024,"SAN JOSÉ",8
2024,"SAN JOSÉ ACATEMPA",179
2024,"SAN JOSÉ CHACAYÁ",4
2024,"SAN JOSÉ DEL GOLFO",367
2024,"SAN JOSÉ EL IDOLO",57
2024,"SAN JOSÉ LA ARADA",83
2024,"SAN JOSÉ OJETENAM",7
2024,"SAN JOSÉ PINULA",845
2024,"SAN JOSÉ POAQUIL",10
2024,"SAN JUAN ATITÁN",1
2024,"SAN JUAN CHAMELCO",221
2024,"SAN JUAN COMALAPA",2
2024,"SAN JUAN COTZAL",8
2024,"SAN JUAN IXCOY",2
2024,"SAN JUAN LA ERMITA",159
2024,"SAN JUAN LA LAGUNA",700
2024,"SAN JUAN OSTUNCALCO",2
2024,"SAN JUAN SACATEPÉQUEZ",1785
2024,"SAN JUAN TECUACO",89
2024,"SAN LORENZO",101
2024,"SAN LUCAS SACATEPÉQUEZ",99
2024,"SAN LUCAS TOLIMÁN",246
2024,"SAN LUIS",336
2024,"SAN LUIS JILOTEPEQUE",737
2024,"SAN MANUEL CHAPARRÓN",149
2024,"SAN MARCOS",386
2024,"SAN MARCOS LA LAGUNA",238
2024,"SAN MARTÍN JILOTEPEQUE",362
2024,"SAN MARTÍN SACATEPÉQUEZ",1
2024,"SAN MARTÍN ZAPOTITLÁN",311
2024,"SAN MATEO",4
2024,"SAN MIGUEL CHICAJ",283
2024,"SAN MIGUEL DUEÑAS",162
2024,"SAN MIGUEL PANÁN",51
2024,"SAN MIGUEL PETAPA",98
2024,"SAN MIGUEL USPANTÁN",1430
2024,"SAN PABLO",429
2024,"SAN PABLO JOCOPILAS",8
2024,"SAN PABLO LA LAGUNA",54
2024,"SAN PEDRO AYAMPUC",406
2024,"SAN PEDRO CARCHÁ",865
2024,"SAN PEDRO JOCOPILAS",27
2024,"SAN PEDRO LA LAGUNA",494
2024,"SAN PEDRO NECTA",306
2024,"SAN PEDRO PINULA",153
2024,"SAN PEDRO SACATEPÉQUEZ",224
2024,"SAN RAFAEL LA INDEPENDENCIA",1
2024,"SAN RAFAEL LAS FLORES",192
2024,"SAN RAFAEL PETZAL",30
2024,"SAN RAFAEL PIÉ DE LA CUESTA",248
2024,"SAN RAYMUNDO",182
2024,"SAN SEBASTIÁN",319
2024,"SAN SEBASTIÁN HUEHUETENANGO",35
2024,"SAN VICENTE PACAYA",156
2024,SANARATE,156
2024,SANSARE,60
2024,"SANTA ANA",376
2024,"SANTA ANA HUISTA",53
2024,"SANTA APOLONIA",2
2024,"SANTA BÁRBARA",121
2024,"SANTA CATARINA BARAHONA",130
2024,"SANTA CATARINA IXTAHUACÁN",424
2024,"SANTA CATARINA MITA",561
2024,"SANTA CATARINA PALOPÓ",40
2024,"SANTA CATARINA PINULA",426
2024,"SANTA CLARA LA LAGUNA",12
2024,"SANTA CRUZ BALANYÁ",3
2024,"SANTA CRUZ DEL QUICHÉ",380
2024,"SANTA CRUZ LA LAGUNA",302
2024,"SANTA CRUZ MULÚA",195
2024,"SANTA CRUZ NARANJO",46
2024,"SANTA CRUZ VERAPAZ",752
2024,"SANTA LUCÍA COTZUMALGUAPA",367
2024,"SANTA LUCÍA LA REFORMA",3
2024,"SANTA LUCÍA MILPAS ALTAS",15
2024,"SANTA LUCÍA UTATLÁN",12
2024,"SANTA MARÍA CHIQUIMULA",1
2024,"SANTA MARÍA DE JESÚS",6
2024,"SANTA MARÍA IXHUATÁN",38
2024,"SANTA MARÍA VISITACIÓN",4
2024,"SANTA ROSA DE LIMA",335
2024,"SANTIAGO ATITLÁN",266
2024,"SANTIAGO CHIMALTENANGO",1
2024,"SANTIAGO SACATEPÉQUEZ",31
2024,"SANTO DOMINGO SUCHITEPÉQUEZ",17
2024,"SANTO DOMINGO XENACOJ",216
2024,"SANTO TOMÁS LA UNIÓN",165
2024,"SAYAXCHÉ",590
2024,"SENAHÚ",273
2024,SIBINAL,2
2024,SIPACATE,85
2024,"SIQUINALÁ",274
2024,"SOLOLÁ",1434
2024,SUMPANGO,403
2024,"TACANÁ",3
2024,TACTIC,611
2024,"TAMAHÚ",54
2024,TAXISCO,115
2024,"TECPÁN GUATEMALA",111
2024,"TECTITÁN",21
2024,"TECULUTÁN",98
2024,TEJUTLA,9
2024,TIQUISATE,735
2024,"TODOS SANTOS CUCHUMATÁN",1
2024,"TOTONICAPÁN",29
2024,"TUCURÚ",206
2024,"UNION CANTINIL",13
2024,"USUMATLÁN",21
2024,"VILLA CANALES",783
2024,"VILLA NUEVA",1208
2024,YEPOCAPA,922
2024,YUPILTEPEQUE,118
2024,ZACAPA,1555
2024,ZACUALPA,288
2024,"ZAPOTITLÁN",76
2024,ZARAGOZA,13
2024,ZUNIL,11
2024,ZUNILITO,1
