year,municipality,department,total_cases
2019,"EL ADELANTO",JUTIAPA,11
2019,"SAN ANTONIO LA PAZ","EL PROGRESO",10
2019,"SANTA CRUZ DEL QUICHÉ",QUICHE,10
2019,"SANTA CATARINA BARAHONA",SACATEPEQUEZ,10
2019,MATAQUESCUINTLA,JALAPA,9
2019,CHICACAO,SUCHITEPEQUEZ,9
2019,"RÍO BRAVO",SUCHITEPEQUEZ,8
2019,"SAN AGUSTÍN ACASAGUASTLÁN","EL PROGRESO",8
2019,"LA REFORMA","SAN MARCOS",8
2019,"SANTA CATARINA PINULA",GUATEMALA,8
2019,YUPILTEPEQUE,JUTIAPA,8
2019,PASTORES,SACATEPEQUEZ,8
2019,"SAN LORENZO",SUCHITEPEQUEZ,8
2019,SAMAYAC,SUCHITEPEQUEZ,8
2019,PARRAMOS,CHIMALTENANGO,7
2019,COMAPA,JUTIAPA,7
2019,PANZOS,"ALTA VERAPAZ",7
2019,"RÍO HONDO",ZACAPA,6
2019,"SAN JOSÉ","EL PETEN",6
2019,"UNION CANTINIL",HUEHUETENANGO,6
2019,POCHUTA,CHIMALTENANGO,6
2019,CHIQUIMULILLA,"SANTA ROSA",5
2019,"SAN ANDRÉS","EL PETEN",5
2019,"TECTITÁN",HUEHUETENANGO,5
2019,PANAJACHEL,SOLOLA,5
2019,"CIUDAD VIEJA",SACATEPEQUEZ,5
2019,"SANTA CRUZ NARANJO","SANTA ROSA",5
2019,"CONCEPCIÓN HUISTA",HUEHUETENANGO,5
2019,"SAN CARLOS ALZATATE",JALAPA,5
2019,"SAN JOSÉ POAQUIL",CHIMALTENANGO,5
2019,"SAN JUAN ATITÁN",HUEHUETENANGO,5
2019,CHIMALTENANGO,CHIMALTENANGO,4
2019,"NUEVO SAN CARLOS",RETALHULEU,4
2019,OLOPA,CHIQUIMULA,4
2019,TACTIC,"ALTA VERAPAZ",4
2019,MONJAS,JALAPA,4
2019,"TECPÁN GUATEMALA",CHIMALTENANGO,4
2019,"NAHUALÁ",SOLOLA,4
2019,ZACUALPA,QUICHE,3
2019,"SAN JUAN LA LAGUNA",SOLOLA,3
2019,"SAN RAFAEL PIÉ DE LA CUESTA","SAN MARCOS",3
2019,"SAN ANDRÉS ITZAPA",CHIMALTENANGO,3
2019,"SANTA LUCÍA MILPAS ALTAS",SACATEPEQUEZ,3
2019,"CHICHÉ",QUICHE,3
2019,ACATENANGO,CHIMALTENANGO,2
2019,"ZAPOTITLÁN",JUTIAPA,2
2019,"SAN JUAN BAUTISTA",SUCHITEPEQUEZ,2
2019,"SAN JUAN COMALAPA",CHIMALTENANGO,2
2019,"SANTIAGO CHIMALTENANGO",HUEHUETENANGO,2
2019,"PATZICÍA",CHIMALTENANGO,1
2019,"SAN PABLO JOCOPILAS",SUCHITEPEQUEZ,1
2019,"SOLOLÁ",SOLOLA,1
2019,PAJAPITA,"SAN MARCOS",1
2019,"CUNÉN",QUICHE,1
2019,"SAN JUAN TECUACO","SANTA ROSA",1
2019,"SANTA BÁRBARA",SUCHITEPEQUEZ,1
2019,"SANTIAGO SACATEPÉQUEZ",SACATEPEQUEZ,1
2019,"SAN BARTOLOMÉ MILPAS ALTAS",SACATEPEQUEZ,1
2019,"SAN BERNARDINO",SUCHITEPEQUEZ,1
2019,CANTEL,QUETZALTENANGO,1
2019,"TODOS SANTOS CUCHUMATÁN",HUEHUETENANGO,1
2019,"SAN PEDRO JOCOPILAS",QUICHE,1
2019,"SANTA LUCÍA UTATLÁN",SOLOLA,1
2019,TEJUTLA,"SAN MARCOS",1
2019,"SAN BARTOLO",TOTONICAPAN,1
2019,"SAN PEDRO SOLOMA",HUEHUETENANGO,1
2019,"SANTA LUCÍA LA REFORMA",TOTONICAPAN,1
2019,CHICHICASTENANGO,QUICHE,1
2019,"SANTA MARÍA CHIQUIMULA",TOTONICAPAN,1
2019,CHAJUL,QUICHE,1
2019,"SAN RAFAEL LA INDEPENDENCIA",HUEHUETENANGO,1
2020,COATEPEQUE,QUETZALTENANGO,513
2020,"SALAMÁ","BAJA VERAPAZ",486
2020,GUATEMALA,GUATEMALA,452
2020,CUILAPA,"SANTA ROSA",369
2020,"ANTIGUA GUATEMALA",SACATEPEQUEZ,185
2020,"PUERTO BARRIOS",IZABAL,160
2020,MAZATENANGO,SUCHITEPEQUEZ,148
2020,JUTIAPA,JUTIAPA,147
2020,TIQUISATE,ESCUINTLA,119
2020,"POPTÚN","EL PETEN",117
2020,MIXCO,GUATEMALA,104
2020,"EL PALMAR",QUETZALTENANGO,101
2020,ESCUINTLA,ESCUINTLA,100
2020,FLORES,"EL PETEN",100
2020,AYUTLA,"SAN MARCOS",86
2020,CHIQUIMULA,CHIQUIMULA,83
2020,"SAN MARTÍN JILOTEPEQUE",CHIMALTENANGO,82
2020,"AMATITLÁN",GUATEMALA,80
2020,BARBERENA,"SANTA ROSA",76
2020,RETALHULEU,RETALHULEU,74
2020,"NUEVA SANTA ROSA","SANTA ROSA",69
2020,DOLORES,"EL PETEN",62
2020,"LA LIBERTAD","EL PETEN",61
2020,"VILLA NUEVA",GUATEMALA,59
2020,JALAPA,JALAPA,59
2020,"MALACATÁN","SAN MARCOS",56
2020,"VILLA CANALES",GUATEMALA,56
2020,"TECULUTÁN",ZACAPA,55
2020,PANAJACHEL,SOLOLA,52
2020,"FRAY BARTOLOMÉ DE LAS CASAS","ALTA VERAPAZ",49
2020,"GÉNOVA",QUETZALTENANGO,48
2020,"SAN RAFAEL LAS FLORES","SANTA ROSA",45
2020,GRANADOS,"BAJA VERAPAZ",44
2020,JOYABAJ,QUICHE,43
2020,"SAYAXCHÉ","EL PETEN",41
2020,"FLORES COSTA CUCA",QUETZALTENANGO,40
2020,LIVINGSTON,IZABAL,40
2020,"SAN FRANCISCO","EL PETEN",40
2020,ESQUIPULAS,CHIQUIMULA,37
2020,"SAN JERÓNIMO","BAJA VERAPAZ",36
2020,RABINAL,"BAJA VERAPAZ",34
2020,"AGUACATÁN",HUEHUETENANGO,34
2020,"EL TUMBADOR","SAN MARCOS",33
2020,MASAGUA,ESCUINTLA,33
2020,"SAN JOSÉ DEL GOLFO",GUATEMALA,33
2020,"IXCÁN",QUICHE,31
2020,ZACAPA,ZACAPA,27
2020,"SAN LUIS","EL PETEN",27
2020,"GUAZACAPÁN","SANTA ROSA",26
2020,GUASTATOYA,"EL PROGRESO",24
2020,"LAS CRUCES","EL PETEN",24
2020,QUETZALTEPEQUE,CHIQUIMULA,23
2020,CUBULCO,"BAJA VERAPAZ",23
2020,"SAN JUAN LA ERMITA",CHIQUIMULA,23
2020,GUANAGAZAPA,ESCUINTLA,23
2020,"GUALÁN",ZACAPA,22
2020,"CAMOTÁN",CHIQUIMULA,22
2020,"LA DEMOCRACIA",ESCUINTLA,21
2020,"PUERTO DE SAN JOSÉ",ESCUINTLA,21
2020,"SAN FELIPE",RETALHULEU,21
2020,"PALÍN",ESCUINTLA,20
2020,MORALES,IZABAL,19
2020,"SAN ANDRÉS","EL PETEN",19
2020,CHIMALTENANGO,CHIMALTENANGO,18
2020,CUILCO,HUEHUETENANGO,18
2020,"SANTA ROSA DE LIMA","SANTA ROSA",18
2020,"SANTIAGO ATITLÁN",SOLOLA,17
2020,"NUEVA CONCEPCIÓN",ESCUINTLA,17
2020,JACALTENANGO,HUEHUETENANGO,17
2020,"SAN PEDRO NECTA",HUEHUETENANGO,17
2020,CHAHAL,"ALTA VERAPAZ",17
2020,"LA DEMOCRACIA",HUEHUETENANGO,15
2020,"SANTA MARÍA IXHUATÁN","SANTA ROSA",15
2020,"COBÁN","ALTA VERAPAZ",14
2020,"SAN MIGUEL PETAPA",GUATEMALA,13
2020,"SAN JUAN SACATEPÉQUEZ",GUATEMALA,13
2020,"SAN SEBASTIÁN",RETALHULEU,13
2020,"SAN AGUSTÍN ACASAGUASTLÁN","EL PROGRESO",13
2020,"SAN LUIS JILOTEPEQUE",JALAPA,13
2020,CHISEC,"ALTA VERAPAZ",13
2020,CHUARRANCHO,GUATEMALA,13
2020,FRAIJANES,GUATEMALA,13
2020,SACAPULAS,QUICHE,13
2020,ZUNILITO,SUCHITEPEQUEZ,13
2020,ESTANZUELA,ZACAPA,12
2020,"SAN MIGUEL CHICAJ","BAJA VERAPAZ",12
2020,YEPOCAPA,CHIMALTENANGO,12
2020,JEREZ,JUTIAPA,12
2020,"EL CHOL","BAJA VERAPAZ",12
2020,"CANILLÁ",QUICHE,11
2020,BARILLAS,HUEHUETENANGO,11
2020,"SANTA CRUZ VERAPAZ","ALTA VERAPAZ",11
2020,"SAN RAYMUNDO",GUATEMALA,11
2020,"JOCOTÁN",CHIQUIMULA,10
2020,HUEHUETENANGO,HUEHUETENANGO,10
2020,"SAN VICENTE PACAYA",ESCUINTLA,10
2020,"SANTO TOMÁS LA UNIÓN",SUCHITEPEQUEZ,10
2020,"SIQUINALÁ",ESCUINTLA,10
2020,RAXRUHA,"ALTA VERAPAZ",9
2020,"EL JÍCARO","EL PROGRESO",9
2020,ATESCATEMPA,JUTIAPA,9
2020,ALOTENANGO,SACATEPEQUEZ,9
2020,"SOLOLÁ",SOLOLA,9
2020,"PACHALÚN",QUICHE,9
2020,"SAN ANTONIO HUISTA",HUEHUETENANGO,9
2020,"SANTA CATARINA IXTAHUACÁN",SOLOLA,8
2020,"SAN LUCAS TOLIMÁN",SOLOLA,8
2020,SANSARE,"EL PROGRESO",8
2020,"EL ESTOR",IZABAL,7
2020,CHINAUTLA,GUATEMALA,7
2020,IZTAPA,ESCUINTLA,7
2020,"NUEVO SAN CARLOS",RETALHULEU,7
2020,"USUMATLÁN",ZACAPA,7
2020,TAXISCO,"SANTA ROSA",7
2020,SANARATE,"EL PROGRESO",7
2020,"SAN ANTONIO AGUAS CALIENTES",SACATEPEQUEZ,6
2020,"SAN PEDRO CARCHÁ","ALTA VERAPAZ",6
2020,CASILLAS,"SANTA ROSA",6
2020,"EL QUETZAL","SAN MARCOS",6
2020,CATARINA,"SAN MARCOS",6
2020,"SAN MARTÍN ZAPOTITLÁN",RETALHULEU,6
2020,IPALA,CHIQUIMULA,6
2020,"SAN PEDRO PINULA",JALAPA,6
2020,"OCÓS","SAN MARCOS",5
2020,CHIQUIMULILLA,"SANTA ROSA",5
2020,"ASUNCIÓN MITA",JUTIAPA,5
2020,"SAN PEDRO AYAMPUC",GUATEMALA,5
2020,"NUEVO PROGRESO","SAN MARCOS",5
2020,"EL ASINTAL",RETALHULEU,5
2020,"SAN ILDELFONSO IXTAHUACÁN",HUEHUETENANGO,5
2020,"HUITÉ",ZACAPA,5
2020,"SAN JOSÉ LA ARADA",CHIQUIMULA,5
2020,"SAN ANDRÉS SAJCABAJÁ",QUICHE,5
2020,"SAN MIGUEL DUEÑAS",SACATEPEQUEZ,5
2020,PALENCIA,GUATEMALA,4
2020,"SANTA ANA","EL PETEN",4
2020,"TUCURÚ","ALTA VERAPAZ",4
2020,"SAN MANUEL CHAPARRÓN",JALAPA,4
2020,"MELCHOR DE MENCOS","EL PETEN",4
2020,"EL CHAL","EL PETEN",4
2020,"PUEBLO NUEVO VIÑAS","SANTA ROSA",4
2020,"LA REFORMA","SAN MARCOS",4
2020,"SAN DIEGO",ZACAPA,4
2020,"SAN MARCOS","SAN MARCOS",4
2020,"SAN MIGUEL USPANTÁN",QUICHE,4
2020,"SENAHÚ","ALTA VERAPAZ",4
2020,"NAHUALÁ",SOLOLA,4
2020,CUYOTENANGO,SUCHITEPEQUEZ,3
2020,"LA GOMERA",ESCUINTLA,3
2020,COLOMBA,QUETZALTENANGO,3
2020,"CABAÑAS",ZACAPA,3
2020,"CONCEPCIÓN LAS MINAS",CHIQUIMULA,3
2020,"SAN JORGE",ZACAPA,3
2020,"SANTA CRUZ MULÚA",RETALHULEU,3
2020,"SAN PEDRO LA LAGUNA",SOLOLA,3
2020,"TECPÁN GUATEMALA",CHIMALTENANGO,3
2020,MALACATANCITO,HUEHUETENANGO,3
2020,"SANTA LUCÍA COTZUMALGUAPA",ESCUINTLA,2
2020,CHAMPERICO,RETALHULEU,2
2020,"SAN PEDRO SACATEPÉQUEZ",GUATEMALA,2
2020,ZACUALPA,QUICHE,2
2020,ORATORIO,"SANTA ROSA",2
2020,"SAN PABLO","SAN MARCOS",2
2020,"LA LIBERTAD",HUEHUETENANGO,2
2020,"SAN JOSÉ","EL PETEN",2
2020,COMAPA,JUTIAPA,2
2020,"LANQUÍN","ALTA VERAPAZ",2
2020,"CHICAMÁN",QUICHE,2
2020,PATULUL,SUCHITEPEQUEZ,2
2020,"SANTO DOMINGO SUCHITEPÉQUEZ",SUCHITEPEQUEZ,2
2020,"EL TEJAR",CHIMALTENANGO,2
2020,"SANTA CRUZ NARANJO","SANTA ROSA",2
2020,"SAN ANDRÉS ITZAPA",CHIMALTENANGO,2
2020,JOCOTENANGO,SACATEPEQUEZ,2
2020,"SAN JOSÉ POAQUIL",CHIMALTENANGO,2
2020,"SAN RAFAEL PETZAL",HUEHUETENANGO,2
2020,"NENTÓN",HUEHUETENANGO,1
2020,MATAQUESCUINTLA,JALAPA,1
2020,CHICACAO,SUCHITEPEQUEZ,1
2020,"LA UNIÓN",ZACAPA,1
2020,"SAN ANDRÉS VILLA SECA",RETALHULEU,1
2020,"MORAZÁN","EL PROGRESO",1
2020,"SANTA ANA HUISTA",HUEHUETENANGO,1
2020,"LA TINTA","ALTA VERAPAZ",1
2020,"CAHABÓN","ALTA VERAPAZ",1
2020,JALPATAGUA,JUTIAPA,1
2020,"SAN JACINTO",CHIQUIMULA,1
2020,"SAN JOSÉ ACATEMPA",JUTIAPA,1
2020,"SAN ANTONIO LA PAZ","EL PROGRESO",1
2020,"SANTA CRUZ DEL QUICHÉ",QUICHE,1
2020,"SAN CRISTÓBAL ACASAGUASTLÁN","EL PROGRESO",1
2020,"ZAPOTITLÁN",JUTIAPA,1
2020,"EL ADELANTO",JUTIAPA,1
2020,"TOTONICAPÁN",TOTONICAPAN,1
2020,"SAN BARTOLOMÉ JOCOTENANGO",QUICHE,1
2020,"CIUDAD VIEJA",SACATEPEQUEZ,1
2020,"AGUA BLANCA",JUTIAPA,1
2020,"SAN JUAN CHAMELCO","ALTA VERAPAZ",1
2020,"SAN SEBASTIÁN HUEHUETENANGO",HUEHUETENANGO,1
2020,POCHUTA,CHIMALTENANGO,1
2020,"SANTA LUCÍA UTATLÁN",SOLOLA,1
2020,"SANTA APOLONIA",CHIMALTENANGO,1
2020,CHINIQUE,QUICHE,1
2020,CHIANTLA,HUEHUETENANGO,1
2021,COATEPEQUE,QUETZALTENANGO,440
2021,"SALAMÁ","BAJA VERAPAZ",148
2021,ESCUINTLA,ESCUINTLA,123
2021,MAZATENANGO,SUCHITEPEQUEZ,109
2021,"SENAHÚ","ALTA VERAPAZ",107
2021,"GÉNOVA",QUETZALTENANGO,91
2021,"LA LIBERTAD","EL PETEN",89
2021,"FRAY BARTOLOMÉ DE LAS CASAS","ALTA VERAPAZ",80
2021,FLORES,"EL PETEN",63
2021,ZACAPA,ZACAPA,55
2021,GUATEMALA,GUATEMALA,51
2021,"MALACATÁN","SAN MARCOS",49
2021,"SAYAXCHÉ","EL PETEN",47
2021,"AMATITLÁN",GUATEMALA,46
2021,CUILAPA,"SANTA ROSA",44
2021,MIXCO,GUATEMALA,43
2021,"ANTIGUA GUATEMALA",SACATEPEQUEZ,43
2021,"EL CHOL","BAJA VERAPAZ",40
2021,"PUERTO BARRIOS",IZABAL,37
2021,CHIQUIMULA,CHIQUIMULA,37
2021,MASAGUA,ESCUINTLA,36
2021,"SAN FRANCISCO","EL PETEN",36
2021,RETALHULEU,RETALHULEU,34
2021,TIQUISATE,ESCUINTLA,33
2021,"POPTÚN","EL PETEN",32
2021,GRANADOS,"BAJA VERAPAZ",32
2021,"PALÍN",ESCUINTLA,29
2021,LIVINGSTON,IZABAL,26
2021,GUASTATOYA,"EL PROGRESO",25
2021,CUBULCO,"BAJA VERAPAZ",25
2021,"SAN MARTÍN ZAPOTITLÁN",RETALHULEU,23
2021,SUMPANGO,SACATEPEQUEZ,23
2021,DOLORES,"EL PETEN",22
2021,AYUTLA,"SAN MARCOS",22
2021,"SAN ANDRÉS","EL PETEN",20
2021,"TECULUTÁN",ZACAPA,20
2021,ZUNILITO,SUCHITEPEQUEZ,18
2021,"EL PALMAR",QUETZALTENANGO,17
2021,MORALES,IZABAL,16
2021,"FLORES COSTA CUCA",QUETZALTENANGO,16
2021,"NUEVA CONCEPCIÓN",ESCUINTLA,16
2021,SIPACATE,ESCUINTLA,16
2021,"SANTIAGO SACATEPÉQUEZ",SACATEPEQUEZ,16
2021,JUTIAPA,JUTIAPA,15
2021,"SAN FELIPE",RETALHULEU,15
2021,"EL TUMBADOR","SAN MARCOS",14
2021,"VILLA CANALES",GUATEMALA,14
2021,"SANTA CRUZ MULÚA",RETALHULEU,14
2021,CUYOTENANGO,SUCHITEPEQUEZ,13
2021,COLOMBA,QUETZALTENANGO,13
2021,"SAN LUIS","EL PETEN",12
2021,"PACHALÚN",QUICHE,12
2021,"SIQUINALÁ",ESCUINTLA,12
2021,CHUARRANCHO,GUATEMALA,12
2021,PANAJACHEL,SOLOLA,12
2021,"SANTA LUCÍA COTZUMALGUAPA",ESCUINTLA,11
2021,JALAPA,JALAPA,11
2021,"NUEVA SANTA ROSA","SANTA ROSA",11
2021,BARBERENA,"SANTA ROSA",11
2021,"SAN JUAN LA ERMITA",CHIQUIMULA,11
2021,"SAN JOSÉ","EL PETEN",11
2021,"IXCÁN",QUICHE,10
2021,"GUALÁN",ZACAPA,10
2021,"PUERTO DE SAN JOSÉ",ESCUINTLA,10
2021,"SAN LUIS JILOTEPEQUE",JALAPA,10
2021,"SAN PABLO","SAN MARCOS",10
2021,"SAN JERÓNIMO","BAJA VERAPAZ",10
2021,"SAN JACINTO",CHIQUIMULA,10
2021,JOYABAJ,QUICHE,9
2021,GUANAGAZAPA,ESCUINTLA,9
2021,RABINAL,"BAJA VERAPAZ",8
2021,"SAN BENITO","EL PETEN",8
2021,"SANTA ANA","EL PETEN",8
2021,SANARATE,"EL PROGRESO",8
2021,"SAN JOSÉ EL IDOLO",SUCHITEPEQUEZ,8
2021,"OCÓS","SAN MARCOS",7
2021,"SAN JOSÉ DEL GOLFO",GUATEMALA,7
2021,QUETZALTEPEQUE,CHIQUIMULA,7
2021,"NUEVO SAN CARLOS",RETALHULEU,7
2021,PALENCIA,GUATEMALA,6
2021,ALOTENANGO,SACATEPEQUEZ,6
2021,IZTAPA,ESCUINTLA,6
2021,"SAN MARCOS","SAN MARCOS",6
2021,TAXISCO,"SANTA ROSA",6
2021,"LA GOMERA",ESCUINTLA,5
2021,"LAS CRUCES","EL PETEN",5
2021,"SAN PEDRO CARCHÁ","ALTA VERAPAZ",5
2021,CHAHAL,"ALTA VERAPAZ",5
2021,"SAN JORGE",ZACAPA,5
2021,"SAN VICENTE PACAYA",ESCUINTLA,5
2021,"SAN MIGUEL CHICAJ","BAJA VERAPAZ",5
2021,YEPOCAPA,CHIMALTENANGO,5
2021,"SAN RAYMUNDO",GUATEMALA,5
2021,POCHUTA,CHIMALTENANGO,5
2021,"COBÁN","ALTA VERAPAZ",4
2021,"SAN RAFAEL LAS FLORES","SANTA ROSA",4
2021,"CONCEPCIÓN LAS MINAS",CHIQUIMULA,4
2021,"MELCHOR DE MENCOS","EL PETEN",4
2021,"CAHABÓN","ALTA VERAPAZ",4
2021,"EL QUETZAL","SAN MARCOS",4
2021,CATARINA,"SAN MARCOS",4
2021,"JOCOTÁN",CHIQUIMULA,3
2021,"LA DEMOCRACIA",HUEHUETENANGO,3
2021,CHIMALTENANGO,CHIMALTENANGO,3
2021,"SAN MARTÍN JILOTEPEQUE",CHIMALTENANGO,3
2021,BARILLAS,HUEHUETENANGO,3
2021,CHINAUTLA,GUATEMALA,3
2021,"LA DEMOCRACIA",ESCUINTLA,3
2021,"SAN PEDRO NECTA",HUEHUETENANGO,3
2021,"SAN ANDRÉS VILLA SECA",RETALHULEU,3
2021,"TUCURÚ","ALTA VERAPAZ",3
2021,ESQUIPULAS,CHIQUIMULA,3
2021,CASILLAS,"SANTA ROSA",3
2021,JALPATAGUA,JUTIAPA,3
2021,"EL CHAL","EL PETEN",3
2021,"PUEBLO NUEVO VIÑAS","SANTA ROSA",3
2021,IPALA,CHIQUIMULA,3
2021,"SANTA BÁRBARA",SUCHITEPEQUEZ,3
2021,RAXRUHA,"ALTA VERAPAZ",2
2021,"VILLA NUEVA",GUATEMALA,2
2021,"EL ESTOR",IZABAL,2
2021,ATESCATEMPA,JUTIAPA,2
2021,"SAN ANTONIO AGUAS CALIENTES",SACATEPEQUEZ,2
2021,"LA TINTA","ALTA VERAPAZ",2
2021,"LOS AMATES",IZABAL,2
2021,"SOLOLÁ",SOLOLA,2
2021,"SANTA CATARINA MITA",JUTIAPA,2
2021,"SAN SEBASTIÁN",RETALHULEU,2
2021,"RÍO BRAVO",SUCHITEPEQUEZ,2
2021,PAJAPITA,"SAN MARCOS",2
2021,CHISEC,"ALTA VERAPAZ",2
2021,"EL ASINTAL",RETALHULEU,2
2021,"SANTA ROSA DE LIMA","SANTA ROSA",2
2021,"SANTA CATARINA IXTAHUACÁN",SOLOLA,2
2021,SACAPULAS,QUICHE,2
2021,MOYUTA,JUTIAPA,2
2021,"SAN LUCAS SACATEPÉQUEZ",SACATEPEQUEZ,2
2021,"SAN LUCAS TOLIMÁN",SOLOLA,2
2021,"SAN JOSÉ LA ARADA",CHIQUIMULA,2
2021,"ZAPOTITLÁN",JUTIAPA,2
2021,"EL ADELANTO",JUTIAPA,2
2021,"EL TEJAR",CHIMALTENANGO,2
2021,JEREZ,JUTIAPA,2
2021,"SANTA CATARINA BARAHONA",SACATEPEQUEZ,2
2021,"SAN JUAN CHAMELCO","ALTA VERAPAZ",2
2021,"SAN MIGUEL PETAPA",GUATEMALA,1
2021,"CANILLÁ",QUICHE,1
2021,CHAMPERICO,RETALHULEU,1
2021,"EL JÍCARO","EL PROGRESO",1
2021,HUEHUETENANGO,HUEHUETENANGO,1
2021,"ASUNCIÓN MITA",JUTIAPA,1
2021,JACALTENANGO,HUEHUETENANGO,1
2021,"SAN PABLO JOCOPILAS",SUCHITEPEQUEZ,1
2021,ESTANZUELA,ZACAPA,1
2021,"CABAÑAS",ZACAPA,1
2021,"SAN JOSÉ PINULA",GUATEMALA,1
2021,"CAMOTÁN",CHIQUIMULA,1
2021,"SAN AGUSTÍN ACASAGUASTLÁN","EL PROGRESO",1
2021,"NUEVO PROGRESO","SAN MARCOS",1
2021,"LA REFORMA","SAN MARCOS",1
2021,"USUMATLÁN",ZACAPA,1
2021,COMAPA,JUTIAPA,1
2021,OLOPA,CHIQUIMULA,1
2021,"SANTA CATARINA PINULA",GUATEMALA,1
2021,PASACO,JUTIAPA,1
2021,"SANTA CRUZ DEL QUICHÉ",QUICHE,1
2021,"GUAZACAPÁN","SANTA ROSA",1
2021,"SAN PEDRO PINULA",JALAPA,1
2021,PASTORES,SACATEPEQUEZ,1
2021,QUEZADA,JUTIAPA,1
2021,"SANTO DOMINGO SUCHITEPÉQUEZ",SUCHITEPEQUEZ,1
2021,"TOTONICAPÁN",TOTONICAPAN,1
2021,"CIUDAD VIEJA",SACATEPEQUEZ,1
2021,"SAN MIGUEL DUEÑAS",SACATEPEQUEZ,1
2021,"SAN JOSÉ POAQUIL",CHIMALTENANGO,1
2022,COATEPEQUE,QUETZALTENANGO,949
2022,MAZATENANGO,SUCHITEPEQUEZ,425
2022,ZACAPA,ZACAPA,386
2022,"LA TINTA","ALTA VERAPAZ",325
2022,"SAYAXCHÉ","EL PETEN",286
2022,"SALAMÁ","BAJA VERAPAZ",263
2022,"FLORES COSTA CUCA",QUETZALTENANGO,253
2022,"GÉNOVA",QUETZALTENANGO,229
2022,ESCUINTLA,ESCUINTLA,222
2022,JUTIAPA,JUTIAPA,197
2022,"MALACATÁN","SAN MARCOS",178
2022,FLORES,"EL PETEN",168
2022,JACALTENANGO,HUEHUETENANGO,160
2022,"LA LIBERTAD","EL PETEN",138
2022,"FRAY BARTOLOMÉ DE LAS CASAS","ALTA VERAPAZ",137
2022,"POPTÚN","EL PETEN",137
2022,CUILAPA,"SANTA ROSA",135
2022,"AMATITLÁN",GUATEMALA,124
2022,"TUCURÚ","ALTA VERAPAZ",121
2022,RETALHULEU,RETALHULEU,118
2022,CHIQUIMULA,CHIQUIMULA,104
2022,COLOMBA,QUETZALTENANGO,102
2022,"EL PALMAR",QUETZALTENANGO,99
2022,JALAPA,JALAPA,99
2022,"EL CHAL","EL PETEN",96
2022,"GUALÁN",ZACAPA,95
2022,GRANADOS,"BAJA VERAPAZ",95
2022,"ANTIGUA GUATEMALA",SACATEPEQUEZ,90
2022,MIXCO,GUATEMALA,84
2022,"SAN FRANCISCO","EL PETEN",81
2022,DOLORES,"EL PETEN",79
2022,"NUEVA CONCEPCIÓN",ESCUINTLA,74
2022,RABINAL,"BAJA VERAPAZ",71
2022,GUATEMALA,GUATEMALA,70
2022,"SANTA ANA","EL PETEN",69
2022,MASAGUA,ESCUINTLA,66
2022,JALPATAGUA,JUTIAPA,64
2022,CUILCO,HUEHUETENANGO,61
2022,"TECULUTÁN",ZACAPA,54
2022,"SANTA CRUZ MULÚA",RETALHULEU,46
2022,"NENTÓN",HUEHUETENANGO,43
2022,"SAN ANDRÉS","EL PETEN",41
2022,HUEHUETENANGO,HUEHUETENANGO,40
2022,ESQUIPULAS,CHIQUIMULA,40
2022,"SAN ILDELFONSO IXTAHUACÁN",HUEHUETENANGO,40
2022,"SAN JERÓNIMO","BAJA VERAPAZ",39
2022,CUBULCO,"BAJA VERAPAZ",38
2022,"PUERTO BARRIOS",IZABAL,37
2022,CATARINA,"SAN MARCOS",35
2022,QUETZALTEPEQUE,CHIQUIMULA,34
2022,"SAN MIGUEL CHICAJ","BAJA VERAPAZ",34
2022,TIQUISATE,ESCUINTLA,33
2022,"PALÍN",ESCUINTLA,33
2022,"JOCOTÁN",CHIQUIMULA,32
2022,"EL TUMBADOR","SAN MARCOS",32
2022,CHAMPERICO,RETALHULEU,32
2022,"IXCÁN",QUICHE,31
2022,"EL QUETZAL","SAN MARCOS",31
2022,LIVINGSTON,IZABAL,30
2022,"SAN LUIS","EL PETEN",29
2022,GUASTATOYA,"EL PROGRESO",28
2022,"SAN ANDRÉS VILLA SECA",RETALHULEU,28
2022,"COBÁN","ALTA VERAPAZ",26
2022,"LA GOMERA",ESCUINTLA,26
2022,"SENAHÚ","ALTA VERAPAZ",26
2022,MORALES,IZABAL,25
2022,"SAN PABLO","SAN MARCOS",25
2022,"SAN MARCOS","SAN MARCOS",25
2022,"VILLA CANALES",GUATEMALA,24
2022,AYUTLA,"SAN MARCOS",24
2022,ESTANZUELA,ZACAPA,24
2022,"ASUNCIÓN MITA",JUTIAPA,22
2022,CHUARRANCHO,GUATEMALA,22
2022,"EL ASINTAL",RETALHULEU,22
2022,"CONCEPCIÓN LAS MINAS",CHIQUIMULA,21
2022,"SAN FELIPE",RETALHULEU,21
2022,"NUEVA SANTA ROSA","SANTA ROSA",20
2022,"SIQUINALÁ",ESCUINTLA,20
2022,ATESCATEMPA,JUTIAPA,19
2022,"SAN JOSÉ LA ARADA",CHIQUIMULA,19
2022,"LOS AMATES",IZABAL,18
2022,"MELCHOR DE MENCOS","EL PETEN",18
2022,CHISEC,"ALTA VERAPAZ",18
2022,"OCÓS","SAN MARCOS",17
2022,"VILLA NUEVA",GUATEMALA,17
2022,"LA DEMOCRACIA",ESCUINTLA,17
2022,"SAN LUIS JILOTEPEQUE",JALAPA,17
2022,GUANAGAZAPA,ESCUINTLA,17
2022,"LAS CRUCES","EL PETEN",16
2022,ALOTENANGO,SACATEPEQUEZ,16
